"zip","population","zip_code","latitude","longitude","city","state","county"
34744,60995,34744,28.2976,-81.324,"Kissimmee","FL","Osceola"
77469,60971,77469,29.5558,-95.7885,"Richmond","TX","Fort Bend"
92507,60949,92507,33.7529,-116.056,"Riverside","CA","Riverside"
2169,60938,2169,42.2418,-71.006,"Quincy","MA","Norfolk"
30083,60937,30083,33.7864,-84.2034,"Stone Mountain","GA","Dekalb"
85338,60922,85338,33.2765,-112.187,"Goodyear","AZ","Maricopa"
95828,60850,95828,38.4884,-121.423,"Sacramento","CA","Sacramento"
30066,60795,30066,34.0248,-84.4984,"Marietta","GA","Cobb"
78249,60769,78249,29.4375,-98.4616,"San Antonio","TX","Bexar"
98208,60723,98208,47.8973,-122.19,"Everett","WA","Snohomish"
70726,60707,70726,30.459,-90.9027,"Denham Springs","LA","Livingston"
11550,60668,11550,40.7002,-73.6209,"Hempstead","NY","Nassau"
79924,60667,79924,31.8722,-106.503,"El Paso","TX","El Paso"
19446,60659,19446,40.2242,-75.2916,"Lansdale","PA","Montgomery"
33065,60600,33065,26.2213,-80.2614,"Pompano Beach","FL","Broward"
2151,60592,2151,42.3663,-71.0205,"Revere","MA","Suffolk"
30253,60539,30253,33.451,-84.1544,"Mcdonough","GA","Henry"
80504,60527,80504,40.1294,-104.971,"Longmont","CO","Weld"
19720,60514,19720,39.5929,-75.6515,"New Castle","DE","New Castle"
95051,60499,95051,37.1894,-121.705,"Santa Clara","CA","Santa Clara"
27703,60483,27703,35.9574,-78.8217,"Durham","NC","Durham"
10032,60480,10032,40.8391,-73.9422,"New York City","NY","New York"
37129,60448,37129,35.9017,-86.4235,"Murfreesboro","TN","Rutherford"
60619,60443,60619,41.8119,-87.6873,"Chicago","IL","Cook"
29445,60419,29445,33.058,-80.0101,"Goose Creek","SC","Berkeley"
37040,60377,37040,36.5167,-87.3085,"Clarksville","TN","Montgomery"
95355,60338,95355,37.6859,-120.948,"Modesto","CA","Stanislaus"
7111,60268,7111,40.7262,-74.2329,"Irvington","NJ","Essex"
77396,60253,77396,29.834,-95.4342,"Humble","TX","Harris"
8854,60233,8854,40.5529,-74.4577,"Piscataway","NJ","Middlesex"
19134,60229,19134,39.9947,-75.108,"Philadelphia","PA","Philadelphia"
23456,60182,23456,36.7466,-76.0391,"Virginia Beach","VA","Virginia Beach City"
59901,60177,59901,48.2028,-114.304,"Kalispell","MT","Flathead"
92647,60114,92647,33.6403,-117.769,"Huntington Beach","CA","Orange"
10473,60087,10473,40.8162,-73.8603,"Bronx","NY","Bronx"
92346,60025,92346,34.1565,-117.14,"Highland","CA","San Bernardino"
21222,60013,21222,39.326,-76.4517,"Dundalk","MD","Baltimore"
33064,60009,33064,26.2212,-80.1251,"Pompano Beach","FL","Broward"
11435,59961,11435,40.7002,-73.7973,"Jamaica","NY","Queens"
78501,59954,78501,26.2693,-98.2244,"Mcallen","TX","Hidalgo"
78753,59951,78753,30.3786,-97.6764,"Austin","TX","Travis"
44060,59932,44060,41.6793,-81.3288,"Mentor","OH","Lake"
93313,59924,93313,35.2758,-119.014,"Bakersfield","CA","Kern"
28227,59904,28227,35.1366,-80.7112,"Charlotte","NC","Mecklenburg"
85033,59904,85033,33.2765,-112.187,"Phoenix","AZ","Maricopa"
92571,59896,92571,33.7529,-116.056,"Perris","CA","Riverside"
10460,59852,10460,40.8418,-73.879,"Bronx","NY","Bronx"
92071,59795,92071,32.844,-116.995,"Santee","CA","San Diego"
93458,59789,93458,34.9535,-120.496,"Santa Maria","CA","Santa Barbara"
