zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient,most_utilized_procedure_code_for_new_patient,min_medicare_pricing_for_established_patient,max_medicare_pricing_for_established_patient,mode_medicare_pricing_for_established_patient,min_copay_for_established_patient,max_copay_for_established_patient,mode_copay_for_established_patient,most_utilized_procedure_code_for_established_patient,lat,long,Urban_Rural
601,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.180555,-66.749961,Urban
612,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.402253,-66.711397,Urban
616,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.420412,-66.671979,Urban
617,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.445147,-66.559696,Urban
627,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.4126,-66.863926,Urban
631,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.190607,-66.832041,Urban
638,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.295913,-66.515588,Urban
641,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.263085,-66.712985,Urban
646,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.43315,-66.285875,Urban
650,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.349416,-66.578079,Urban
652,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.448452,-66.594127,Urban
659,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.407226,-66.808999,Urban
664,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.21033,-66.591616,Urban
669,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.277102,-66.869645,Urban
674,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.422908,-66.489337,Urban
678,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.434099,-66.927384,Urban
685,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.332929,-66.959689,Urban
687,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.319026,-66.420557,Urban
688,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.382264,-66.626438,Urban
692,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.410188,-66.336556,Urban
693,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.423,-66.397232,Urban
694,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.48237,-66.391079,Urban
703,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.248401,-66.130662,Urban
705,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.128961,-66.266683,Urban
707,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.014055,-65.920751,Urban
714,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.003025,-66.046237,Urban
718,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.231988,-65.759623,Urban
719,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.289927,-66.25344,Urban
720,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.217946,-66.428076,Urban
723,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.043498,-66.015479,Urban
725,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.218819,-66.042375,Urban
727,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.215308,-66.073565,Urban
729,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.323585,-65.883206,Urban
736,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.103624,-66.151667,Urban
738,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.304458,-65.698711,Urban
739,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.177233,-66.160645,Urban
741,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.163855,-65.754042,Urban
745,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.352216,-65.817387,Urban
751,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.001317,-66.252183,Urban
754,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.147107,-65.976167,Urban
767,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.069489,-65.896161,Urban
769,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.1038,-66.357586,Urban
771,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.187148,-65.871189,Urban
772,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.438969,-65.905174,Urban
773,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.342888,-65.723109,Urban
777,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.224133,-65.908542,Urban
778,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.264076,-65.97851,Urban
782,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.225708,-66.221633,Urban
783,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.30391,-66.326179,Urban
784,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.010714,-66.133615,Urban
786,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.155424,-66.229907,Urban
791,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.136782,-65.821476,Urban
794,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.198955,-66.309833,Urban
901,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.465369,-66.104613,Urban
906,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.46446,-66.094995,Urban
907,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.452553,-66.077838,Urban
909,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.44161,-66.067132,Urban
911,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.451159,-66.056199,Urban
912,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.445328,-66.060135,Urban
913,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.450002,-66.042656,Urban
915,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.437179,-66.045571,Urban
917,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.420674,-66.050105,Urban
918,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.421022,-66.065789,Urban
920,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.414292,-66.088042,Urban
921,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.392282,-66.088555,Urban
923,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.409307,-66.038888,Urban
924,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.399192,-66.012453,Urban
925,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.400296,-66.050602,Urban
926,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.3454,-66.051545,Urban
927,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.388011,-66.072089,Urban
934,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.411313,-66.124234,Urban
936,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.395463,-66.073772,Urban
949,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.430696,-66.212833,Urban
950,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.459699,-66.233101,Urban
951,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.42753,-66.253789,Urban
952,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.427448,-66.182026,Urban
953,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.360729,-66.251527,Urban
956,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.321137,-66.170419,Urban
957,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.368414,-66.187693,Urban
959,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.39182,-66.154564,Urban
960,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.416919,-66.145795,Urban
961,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.413286,-66.164617,Urban
962,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.444614,-66.148839,Urban
965,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.433757,-66.114752,Urban
966,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.401521,-66.117597,Urban
968,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.406085,-66.101232,Urban
969,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.368062,-66.108062,Urban
971,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.318884,-66.11919,Urban
976,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.336176,-65.994099,Urban
979,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.444394,-66.030036,Urban
982,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.411261,-65.992045,Urban
983,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.417816,-65.975819,Urban
985,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.41077,-65.947928,Urban
987,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.338161,-65.941083,Urban
1701,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.319587,-71.4428,Urban
1702,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.282379,-71.436621,Urban
1718,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.519816,-71.429283,Urban
1720,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.483953,-71.438495,Urban
1730,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.499295,-71.281889,Urban
1731,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.456748,-71.279484,Urban
1741,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.53662,-71.361832,Urban
1742,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.462911,-71.364496,Urban
1754,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.425955,-71.456256,Urban
1760,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.284822,-71.348811,Urban
1770,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.231947,-71.372963,Urban
1773,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.425506,-71.310812,Urban
1776,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.383367,-71.42107,Urban
1778,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.343687,-71.381186,Urban
1801,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.488769,-71.154438,Urban
1803,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.503227,-71.201713,Urban
1810,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.648044,-71.161751,Urban
1821,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.54933,-71.251725,Urban
1824,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.59079,-71.355182,Urban
1840,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.706763,-71.160403,Urban
1841,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.712015,-71.164873,Urban
1843,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.689974,-71.160383,Urban
1845,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.673909,-71.091334,Urban
1850,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.656045,-71.303309,Urban
1851,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.627812,-71.33533,Urban
1852,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.631912,-71.296025,Urban
1854,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.649481,-71.348229,Urban
1862,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.578543,-71.295592,Urban
1864,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.578222,-71.084398,Urban
1867,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.535183,-71.105423,Urban
1876,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.611801,-71.227571,Urban
1880,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.501524,-71.067489,Urban
1887,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.564647,-71.164516,Urban
1890,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.452752,-71.144319,Urban
1901,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.460419,-70.946379,Urban
1902,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.471039,-70.941535,Urban
1904,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.492456,-70.97393,Urban
1905,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.465998,-70.975792,Urban
1906,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.468432,-71.013946,Urban
1907,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.474145,-70.906597,Urban
1908,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.428256,-70.926041,Urban
1915,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.570665,-70.867583,Urban
1921,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.683108,-71.01833,Urban
1923,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.574174,-70.950516,Urban
1937,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.585723,-70.984051,Urban
1940,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.534146,-71.038333,Urban
1944,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.576636,-70.767154,Urban
1945,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.501835,-70.859126,Urban
1949,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.606666,-71.010316,Urban
1960,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.534279,-70.969782,Urban
1970,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.524435,-70.870859,Urban
1982,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.626223,-70.85723,Urban
1983,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.641379,-70.94344,Urban
1984,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.600633,-70.883303,Urban
2021,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.175737,-71.125385,Urban
2025,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.236423,-70.814436,Urban
2026,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.246872,-71.179462,Urban
2030,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.23416,-71.291167,Urban
2032,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.156882,-71.216187,Urban
2035,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.061338,-71.245802,Urban
2038,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.084858,-71.410571,Urban
2043,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.216098,-70.88127,Urban
2045,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.292253,-70.923919,Urban
2047,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.133914,-70.686037,Urban
2048,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.017302,-71.21641,Urban
2050,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.115139,-70.710331,Urban
2052,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.184599,-71.305307,Urban
2061,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.164569,-70.818844,Urban
2066,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.202273,-70.758184,Urban
2054,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.173091,-71.363751,Urban
2056,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.113655,-71.334163,Urban
2062,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.18736,-71.195955,Urban
2067,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.1076,-71.181828,Urban
2071,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.103425,-71.273589,Urban
2072,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.119006,-71.10365,Urban
2081,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.146694,-71.270532,Urban
2090,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.219645,-71.216769,Urban
2093,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.052671,-71.356858,Urban
2108,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.357768,-71.064858,Urban
2109,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.367032,-71.050493,Urban
2110,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.361962,-71.047846,Urban
2111,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.350518,-71.059077,Urban
2113,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.365331,-71.055233,Urban
2114,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.363174,-71.068646,Urban
2115,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.337105,-71.105696,Urban
2116,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.350579,-71.076397,Urban
2118,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.337582,-71.070482,Urban
2119,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.324029,-71.085017,Urban
2120,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.33209,-71.096545,Urban
2121,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.306267,-71.085897,Urban
2122,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.291413,-71.042158,Urban
2124,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.285805,-71.070571,Urban
2125,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.315682,-71.055555,Urban
2126,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.274227,-71.097423,Urban
2127,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.334992,-71.039093,Urban
2128,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.361129,-71.006975,Urban
2129,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.379657,-71.061487,Urban
2130,66.288,197.76,101.088,16.572,49.44,25.272,99203,21.288,162.144,116.6,5.322,40.536,29.15,99214,42.309174,-71.113835,Urban
