zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient,most_utilized_procedure_code_for_new_patient,min_medicare_pricing_for_established_patient,max_medicare_pricing_for_established_patient,mode_medicare_pricing_for_established_patient,min_copay_for_established_patient,max_copay_for_established_patient,mode_copay_for_established_patient,most_utilized_procedure_code_for_established_patient,lat,long,Urban_Rural
690,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.49551,-67.098671,Rural
698,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.064848,-66.856319,Rural
704,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.96577,-66.219555,Rural
715,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.011233,-66.560065,Rural
716,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.99204,-66.605856,Rural
717,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.003222,-66.614037,Rural
728,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.989853,-66.664116,Rural
730,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.030831,-66.616838,Rural
731,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.109947,-66.635622,Rural
735,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.252604,-65.682494,Rural
740,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.331178,-65.634104,Rural
757,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.995441,-66.391334,Rural
765,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.130096,-65.439369,Rural
766,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.133196,-66.476916,Rural
775,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.326599,-65.30772,Rural
780,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.102834,-66.568105,Rural
795,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.060494,-66.500624,Rural
801,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.350449,-64.973886,Rural
802,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.340862,-64.923479,Rural
820,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.743072,-64.68657,Rural
823,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.723541,-64.745932,Rural
824,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.744557,-64.682933,Rural
830,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.33856,-64.736533,Rural
831,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,18.327294,-64.78672,Rural
840,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.747872,-64.880695,Rural
841,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.768133,-64.807852,Rural
850,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.709936,-64.750099,Rural
851,59.392,179.952,91.28,14.848,44.988,22.82,99203,18.528,146.968,105.28,4.632,36.742,26.32,99214,17.732228,-64.77076,Rural
1001,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.062368,-72.625754,Rural
1002,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.364061,-72.458739,Rural
1003,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.389941,-72.524108,Rural
1005,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.418848,-72.106598,Rural
1007,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.27901,-72.400468,Rural
1008,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.190144,-72.95435,Rural
1009,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.211969,-72.341433,Rural
1010,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.128176,-72.205352,Rural
1011,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.300281,-72.968716,Rural
1012,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.375425,-72.858192,Rural
1013,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.154904,-72.602804,Rural
1020,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.172602,-72.562073,Rural
1022,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.197741,-72.542713,Rural
1026,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.465495,-72.918267,Rural
1027,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.295008,-72.751877,Rural
1028,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.062378,-72.498111,Rural
1029,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.193395,-73.044647,Rural
1030,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.072925,-72.686972,Rural
1031,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.329399,-72.198187,Rural
1032,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.457613,-72.81478,Rural
1033,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.244949,-72.500143,Rural
1034,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.098676,-72.961564,Rural
1035,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.356491,-72.568632,Rural
1036,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.062946,-72.417297,Rural
1037,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.372728,-72.195412,Rural
1038,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.385496,-72.606929,Rural
1039,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.404278,-72.688922,Rural
1040,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.211656,-72.642448,Rural
1050,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.286762,-72.869695,Rural
1053,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.356301,-72.713584,Rural
1054,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.468898,-72.484579,Rural
1056,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.183577,-72.457812,Rural
1057,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.093596,-72.321494,Rural
1060,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.321488,-72.630588,Rural
1062,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.328308,-72.703924,Rural
1063,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.318882,-72.63853,Rural
1066,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.406903,-72.655018,Rural
1068,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.350862,-72.044248,Rural
1069,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.187794,-72.308469,Rural
1070,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.518446,-72.919017,Rural
1071,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.16006,-72.873853,Rural
1072,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.456968,-72.417244,Rural
1073,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.226949,-72.741588,Rural
1074,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.387603,-72.09323,Rural
1075,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.256208,-72.58103,Rural
1077,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.05257,-72.777353,Rural
1079,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.197913,-72.329709,Rural
1080,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.185727,-72.361558,Rural
1081,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.061313,-72.234411,Rural
1082,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.293533,-72.278599,Rural
1083,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.203642,-72.194599,Rural
1084,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.39237,-72.882235,Rural
1085,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.153503,-72.771602,Rural
1086,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.130446,-72.793967,Rural
1088,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.391709,-72.646494,Rural
1089,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.125451,-72.649734,Rural
1092,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.191868,-72.235108,Rural
1093,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.441943,-72.661817,Rural
1094,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.359108,-72.1368,Rural
1095,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.138499,-72.420715,Rural
1096,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.39714,-72.763572,Rural
1097,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.178038,-72.832612,Rural
1098,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.394315,-72.943115,Rural
1103,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.104106,-72.592027,Rural
1104,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.134009,-72.565378,Rural
1105,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.099958,-72.580765,Rural
1106,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.047565,-72.57113,Rural
1107,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.12106,-72.607068,Rural
1108,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.080692,-72.560791,Rural
1109,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.119674,-72.549726,Rural
1118,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.094194,-72.525081,Rural
1119,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.124978,-72.51121,Rural
1128,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.092296,-72.489135,Rural
1129,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.11869,-72.4882,Rural
1151,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.15186,-72.509131,Rural
1199,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.120563,-72.604468,Rural
1201,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.448236,-73.273727,Rural
1220,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.623799,-73.116736,Rural
1222,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.058703,-73.322175,Rural
1223,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.312225,-73.110124,Rural
1224,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.513163,-73.195743,Rural
1225,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.563401,-73.153335,Rural
1226,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.481119,-73.135073,Rural
1229,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.276338,-73.335896,Rural
1230,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.173192,-73.324283,Rural
1235,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.425676,-73.063012,Rural
1236,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.266496,-73.378393,Rural
1237,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.547818,-73.268033,Rural
1238,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.297501,-73.230148,Rural
1240,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.367858,-73.269763,Rural
1242,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.333734,-73.249199,Rural
1243,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.350122,-73.024112,Rural
1244,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.118094,-73.257497,Rural
1245,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.186893,-73.223105,Rural
1247,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.698526,-73.0843,Rural
1253,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.206683,-73.113214,Rural
1254,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.382019,-73.365492,Rural
1255,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.107496,-73.118607,Rural
1256,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.594166,-73.02232,Rural
1257,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.085244,-73.367483,Rural
1258,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.10928,-73.462886,Rural
1259,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.075469,-73.234376,Rural
1260,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.295696,-73.342543,Rural
1262,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.292202,-73.319209,Rural
1264,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.23159,-73.202428,Rural
1266,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.312354,-73.388044,Rural
1267,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.671617,-73.246981,Rural
1270,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.515272,-73.031166,Rural
1301,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.626761,-72.60153,Rural
1330,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.513947,-72.821517,Rural
1331,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.562408,-72.19108,Rural
1337,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.689307,-72.582249,Rural
1338,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.572604,-72.824306,Rural
1339,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.603776,-72.889644,Rural
1340,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.694731,-72.710956,Rural
1341,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.496937,-72.709414,Rural
1342,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.543889,-72.609458,Rural
1343,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.657625,-72.978933,Rural
1344,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.613418,-72.426427,Rural
1346,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.693275,-72.823113,Rural
1347,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.559294,-72.518753,Rural
1349,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.563061,-72.482122,Rural
1350,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.727772,-72.985346,Rural
1351,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.53988,-72.521689,Rural
1354,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.624076,-72.508643,Rural
1355,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.458551,-72.327191,Rural
1360,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.677091,-72.453876,Rural
1364,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.605437,-72.292074,Rural
1366,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.475621,-72.192468,Rural
1367,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.695532,-72.909148,Rural
1368,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.679456,-72.176935,Rural
1370,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.593338,-72.726941,Rural
1373,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.475481,-72.615403,Rural
1375,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.466691,-72.546751,Rural
1376,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.59528,-72.555002,Rural
1378,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.673533,-72.353213,Rural
1379,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.55631,-72.407148,Rural
1420,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.584925,-71.816862,Rural
1430,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.657005,-71.923442,Rural
1436,61.328,185.128,94.072,15.332,46.282,23.518,99203,19.312,151.472,108.632,4.828,37.868,27.158,99214,42.602059,-72.087015,Rural
